word,meaning,partOfSpeech,example,example_ja,leapPart,leapNumber,tags
forgive,（人，過ち）を許す,他動詞,Please forgive me for being late.,遅刻したことをお許しください。,Part2,697,
grant,①（take ～ for granted）～を当然のことと思う ②（権利など）を与える ③交付，補助金,他動詞,①We take clean water for granted. ②The government granted them the right. ③She received a research grant.,①私たちはきれいな水を当然のことと思っている。 ②政府は彼らに権利を与えた。 ③彼女は研究の補助金を受け取った。,Part2,698,
recall,①～を思い出す ②（商品）を回収する，リコールする,他動詞,①Can you recall where you met? ②The car maker recalled thousands of cars.,①どこで会ったか思い出せますか？ ②その自動車メーカーは数千台をリコールした。,Part2,699,
outlook,①（人生，世界などに対する）考え方 ②（経済，天候などの）見通し,名詞,①She has a positive outlook on life. ②The economic outlook is uncertain.,①彼女は人生に前向きな考え方を持っている。 ②経済の見通しは不確かだ。,Part2,700,
perspective,①（経験などで得られる）視点〈可算〉 ②（大局的な）見方，遠近法〈不可算〉,名詞,"①From her perspective, the decision was wrong. ②Try to see the problem in perspective.",①彼女の視点から見ると、その決定は間違いだった。 ②大局的な見方で問題を見ようとしなさい。,Part2,701,
abandon,～を捨てる，放棄する,他動詞,He abandoned his car on the road.,彼は道路に車を放棄した。,Part2,702,
eliminate,①（不要な人，物，事）を排除する ②（be ―d）敗退する,他動詞,①She eliminated all unnecessary information. ②Our team was eliminated in the first round.,①彼女はすべての不必要な情報を排除した。 ②私たちのチームは第1回戦で敗退した。,Part2,703,
rid,（get ― of ～）①（不要品）を処分する ②～を取り除く,他動詞,①She got rid of old magazines. ②We need to get rid of this problem.,①彼女は古い雑誌を処分した。 ②この問題を取り除く必要がある。,Part2,704,
remove,①～を取り除く，取り去る ②（衣服）を脱ぐ,他動詞,①Please remove your shoes at the door. ②He removed his jacket.,①ドアで靴を脱いでください。 ②彼は上着を脱いだ。,Part2,705,
resource,①（―s）（石油などの）資源，（人，国の）財産 ②（―s）（困難に立ち向かう）力量 ③（万一の頼みの）手段,名詞,"①Japan lacks natural resources. ②She has great inner resources. ③As a last resource, call the police.",①日本は天然資源が不足している。 ②彼女は大きな内なる力量を持っている。 ③最後の手段として警察を呼んでください。,Part2,706,
conservation,①保護 ②保存,名詞,Wildlife conservation is very important.,野生生物の保護はとても重要だ。,Part2,707,
preserve,①（自然など）を保護する ②（景観，平和，食品など）を保つ,他動詞,①We must preserve the rainforest. ②Salt helps preserve food.,①熱帯雨林を保護しなければならない。 ②塩は食品を保つのに役立つ。,Part2,708,
disaster,①災害 ②大失敗,名詞,①The earthquake was a national disaster. ②The party was a complete disaster.,①地震は国家的な災害だった。 ②パーティは完全な大失敗だった。,Part2,709,
planet,①惑星 ②（the ―）地球,名詞,①Saturn is a beautiful planet. ②We must take care of the planet.,①土星は美しい惑星だ。 ②地球を大切にしなければならない。,Part2,710,
environment,環境，周囲（の状況）,名詞,We should protect the environment.,私たちは環境を守るべきだ。,Part2,711,
horizon,①水平線，地平線 ②（―s）視野,名詞,①The ship disappeared over the horizon. ②Travel broadens your horizons.,①船が水平線の向こうに消えた。 ②旅は視野を広げる。,Part2,712,
layer,（大気や地面などの）層 <可算>,名詞,①The cake has three layers of cream. ②The ozone layer protects us from UV rays.,①ケーキには3層のクリームがある。 ②オゾン層は私たちを紫外線から守る。,Part2,713,
agriculture,農業〈不可算〉,名詞,Agriculture is the main industry in this region.,農業はこの地域の主な産業だ。,Part2,714,
crop,①作物 ②収穫（高)③（up）生じる,名詞,①Rice is the most important crop here. ②The harvest saw good crops this year. ③A new issue cropped up.,①稲はここで最も重要な作物だ。 ②今年は収穫が良かった。 ③新しい問題が生じた。,Part2,715,
soil,土，土壌,名詞,Rich soil produces healthy crops.,豊かな土壌は健康な作物を生む。,Part2,716,
weed,①雑草，海草 ②～の雑草を抜く,名詞,①Weeds are taking over the garden. ②She spent the afternoon weeding.,①雑草が庭を占領しつつある。 ②彼女は午後を雑草抜きに費やした。,Part2,717,
pollen,花粉,名詞,Many people are allergic to pollen.,多くの人が花粉アレルギーだ。,Part2,718,
drown,溺れ死ぬ,自動詞,He almost drowned in the river.,彼は川で溺れ死にそうになった。,Part2,719,
leak,①漏れる ②～を漏らす ③漏れ,自動詞,①Gas is leaking from the pipe. ②He leaked secret information. ③There is a leak in the roof.,①パイプからガスが漏れている。 ②彼は秘密の情報を漏らした。 ③屋根に漏れがある。,Part2,720,
climate,①気候 ②（政治，経済，文化の）状況,名詞,①Japan has a mild climate. ②The political climate is tense.,①日本は温和な気候を持っている。 ②政治的な状況は緊張している。,Part2,721,
atmosphere,①（the ―）大気 ②雰囲気 ③（the（Earth's）―）大気圏,名詞,①The atmosphere contains oxygen. ②The old café had a wonderful atmosphere. ③Rockets leave the atmosphere.,①大気には酸素が含まれている。 ②その古いカフェには素晴らしい雰囲気があった。 ③ロケットは大気圏を出る。,Part2,722,
forecast,①予報 ②～を予報する,名詞,①The weather forecast says it will snow. ②Experts forecast slow growth.,①天気予報では雪が降るという。 ②専門家たちは緩やかな成長を予報した。,Part2,723,
humid,湿気が多い,形容詞,It is very hot and humid in summer here.,ここでは夏にとても暑くて湿気が多い。,Part2,724,
tropical,熱帯の,形容詞,Tropical fish are very colorful.,熱帯の魚はとてもカラフルだ。,Part2,725,
solar,太陽の,形容詞,Solar energy is clean and renewable.,太陽エネルギーはクリーンで再生可能だ。,Part2,726,
species,種〈単複同形〉,名詞,Many species are endangered.,多くの種が絶滅の危機にある。,Part2,727,
pesticide,（虫や小動物などの）殺虫剤、駆除剤,名詞,Pesticides can harm bees.,殺虫剤は蜂に害を与える可能性がある。,Part2,728,
extinct,絶滅した,形容詞,Dinosaurs became extinct millions of years ago.,恐竜は何百万年前に絶滅した。,Part2,729,
feed,①～にえさを与える ②（子どもなど）を養う ③（on ～）（～を）常食とする,他動詞,①She feeds the birds every morning. ②He works hard to feed his family. ③Bears feed on berries and fish.,①彼女は毎朝鳥にえさを与えている。 ②彼は家族を養うために一生懸命働いている。 ③熊はベリーや魚を常食とする。,Part2,730,
energetic,（人，運動などが）活発な,形容詞,She is very energetic and loves sports.,彼女はとても活発でスポーツが大好きだ。,Part2,731,
greedy,貪欲な,形容詞,Don't be greedy — share the food.,貪欲にならないで、食べ物を分けましょう。,Part2,732,
